'Day fraction since midnight on' 	'photometer (mg/L)'	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.596713004	28.57820702	113389.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596724571	28.76235771	113389.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596736156	28.54027367	113389.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596747719	28.74186516	113377.0703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596759298	28.70253944	113377.0703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596770863	28.98949814	113377.0703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596782437	28.90017509	113377.0703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596794028	29.18900299	113377.0703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596805596	28.98908806	113364.2734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59681716	29.19891357	113364.2734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596828744	29.16783524	113364.2734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596840316	29.41556549	113364.2734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596851895	29.29912758	113364.2734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596863465	29.52485085	113376.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596875041	29.36042404	113376.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596886609	29.57178688	113376.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596898166	29.5351429	113376.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596909756	29.87033081	113376.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596921325	29.81365204	113370.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596932909	30.01750374	113370.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596944466	29.82683563	113370.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596956036	30.04452515	113370.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596967611	30.05550003	113370.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596979182	30.30780983	113358.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59699077	30.22988892	113358.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597002339	30.44389915	113358.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597013924	30.28342056	113358.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597025482	30.51236153	113358.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597037055	30.43505669	113346.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597048634	30.65628815	113346.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597060214	30.56344604	113346.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59707178	30.76937485	113346.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597083352	30.64849854	113346.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597094926	30.81427383	113325.4141	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597106499	30.76469421	113325.4141	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597118069	31.06025124	113325.4141	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597129645	30.98736382	113325.4141	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597141224	31.17320251	113325.4141	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597152795	31.03434181	113323.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597164374	31.18871307	113323.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59717595	31.17705727	113323.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597187519	31.43738174	113323.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597199076	31.37962723	113323.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597210664	31.55456734	113298.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597222234	31.40757179	113298.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597233803	31.59845924	113298.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597245381	31.54811096	113298.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59725696	31.74321938	113298.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597268519	31.6733036	113315.0938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597280094	31.87594604	113315.0938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597291669	31.7508297	113315.0938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597303251	31.9193306	113315.0938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597314817	31.86842728	113315.0938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597326405	32.0775528	113324.5938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59733796	32.02541733	113324.5938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597349549	32.1686821	113324.5938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597361123	32.07936478	113324.5938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597372684	32.20542526	113324.5938	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597384268	32.17282104	113297.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597395848	32.39900589	113297.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597407407	32.34774399	113297.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597418984	32.49102402	113297.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597430562	32.38746643	113297.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597442121	32.52210236	113302.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59745371	32.50904083	113302.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597465284	32.69552612	113302.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597476843	32.64510345	113302.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597488424	32.778965	113302.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597500006	32.70351028	113288.7734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597511565	32.80698013	113288.7734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597523156	32.76611328	113288.7734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59753472	32.95758438	113288.7734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597546302	32.90581894	113288.7734	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597557859	33.04607391	113295.5703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597569433	32.97961807	113295.5703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597581018	33.09890366	113295.5703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597592577	33.05759811	113295.5703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597604166	33.27114105	113295.5703	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597615743	33.25588989	113284.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597627302	33.36351776	113284.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59763887	33.28211594	113284.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597650458	33.37345505	113284.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597662019	33.36672974	113284.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597673607	33.54104614	113279.1797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597685188	33.51573944	113279.1797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597696742	33.6581459	113279.1797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597708313	33.57887268	113279.1797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597719891	33.67566299	113279.1797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597731459	33.63094711	113273.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597743032	33.79118729	113273.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597754617	33.74780273	113273.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597766189	33.86666489	113273.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597777752	33.81920624	113273.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597789337	33.8965416	113280.1406	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597800903	33.84990311	113280.1406	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597812471	34.00449371	113280.1406	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597824057	34.00392151	113280.1406	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597835627	34.09874725	113280.1406	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597847196	34.02606964	113268.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597858774	34.17232513	113268.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597870359	34.17482758	113268.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597881932	34.36443329	113268.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59789349	34.34414291	113268.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597905074	34.44047928	113276.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59791665	34.37460709	113276.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59792822	34.46178818	113276.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597939788	34.4410553	113276.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597951369	34.58445358	113276.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597962942	34.54603958	113269.4766	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597974522	34.6487236	113269.4766	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597986076	34.59312058	113269.4766	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.597997648	34.66008377	113269.4766	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598009227	34.629776	113269.4766	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598020794	34.73470688	113257.4453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598032371	34.71609879	113257.4453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598043945	34.79154968	113257.4453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598055528	34.72948837	113257.4453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598067088	34.79769897	113257.4453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598078674	34.77392197	113249.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598090235	34.94655991	113249.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598101818	34.91803741	113249.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598113384	35.02124405	113249.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598124968	34.95552063	113249.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59813654	35.02574539	113241.9531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598148105	35.0051651	113241.9531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598159682	35.15301895	113241.9531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598171254	35.12546921	113241.9531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598182828	35.22322083	113241.9531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59819441	35.17024994	113247.6641	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598206091	35.2241478	113247.6641	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598217547	35.18257141	113247.6641	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598229118	35.28785706	113247.6641	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598240819	35.27136993	113247.6641	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598252277	35.33641815	113223.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59826385	35.29380417	113223.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598275433	35.33718491	113223.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598286988	35.30597687	113223.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598298567	35.45397949	113223.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598310151	35.4475975	113239.6484	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598321707	35.49868393	113239.6484	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598333394	35.46605301	113239.6484	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598344851	35.52230072	113239.6484	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598356548	35.50028229	113239.6484	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598368133	35.64069748	113223.4688	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598379585	35.60242462	113223.4688	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598391263	35.69364548	113223.4688	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598402841	35.64430237	113223.4688	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598414308	35.70386887	113223.4688	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598426001	35.67422867	113205.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598437457	35.81061554	113205.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598449131	35.77864456	113205.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598460724	35.83480453	113205.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598472275	35.80523682	113205.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598483871	35.85168076	113189.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598495308	35.82946014	113189.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598507015	35.96656418	113189.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598518463	35.94142914	113189.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598530151	36.03942871	113189.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598541732	35.97735596	113192.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598553174	36.06507492	113192.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598564869	36.06387711	113192.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598576334	36.20602798	113192.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598588018	36.19271469	113192.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598599589	36.24316788	113186.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598611168	36.19934464	113186.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598622741	36.24061966	113186.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598634326	36.20859909	113186.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59864588	36.28971481	113186.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598657337	36.28143311	113166.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598668926	36.31023026	113166.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598680603	36.29168701	113166.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598692179	36.31766129	113166.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598703746	36.30755997	113166.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598715322	36.42923355	113167.3047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598726896	36.39634705	113167.3047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598738484	36.45315552	113167.3047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59875004	36.43330765	113167.3047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598761637	36.44932175	113167.3047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598773185	36.4240303	113149.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598784787	36.55183792	113149.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598796337	36.56163025	113149.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598807905	36.61006546	113149.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59881948	36.5779686	113149.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598831055	36.61294556	113175.5547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598842637	36.58813858	113175.5547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598854202	36.70588684	113175.5547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598865789	36.69045639	113175.5547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598877349	36.74250412	113175.5547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59888894	36.69107437	113175.5156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598900498	36.72199631	113175.5156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598912079	36.7048111	113175.5156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598923644	36.80415726	113175.5156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598935228	36.79299164	113175.5156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598946789	36.84674072	113165.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598958374	36.83148193	113165.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598969944	36.84749985	113165.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.598981518	36.83942795	113165.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59899309	36.94691849	113165.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599004666	36.9335289	113177.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599016244	36.97825623	113177.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599027805	36.97815704	113177.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599039386	36.99494553	113177.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599050969	36.99105453	113177.5859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599062534	37.08680725	113150.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599074107	37.06900787	113150.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599085685	37.11258316	113150.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599097265	37.07483673	113150.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599108823	37.10412598	113150.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599120392	37.0942955	113176.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599131961	37.16776276	113176.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599143552	37.15139008	113176.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599155111	37.18024445	113176.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599166686	37.16968536	113176.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599178271	37.19161224	113192.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599189837	37.17126083	113192.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599201412	37.22848892	113192.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59921298	37.22048569	113192.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599224565	37.23924255	113192.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599236132	37.23018646	113178.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599247704	37.2447319	113178.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599259294	37.23628616	113178.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599270854	37.33135986	113178.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599282417	37.31234741	113178.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599294001	37.3510704	113198.625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599305587	37.32551575	113198.625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599317144	37.33301926	113198.625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599328723	37.3231926	113198.625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599340302	37.41700363	113198.625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599351863	37.40736771	113211.2891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599363437	37.4422226	113211.2891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599375017	37.42083359	113211.2891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59938659	37.43983078	113211.2891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599398159	37.43332291	113211.2891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599409739	37.51488876	113212.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599421313	37.5076828	113212.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599432885	37.54335403	113212.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599444461	37.5314064	113212.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599456022	37.54269409	113212.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599467594	37.52536011	113215.6875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59947917	37.61219406	113215.6875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59949074	37.61322403	113215.6875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599502316	37.64639664	113215.6875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599513899	37.62858963	113215.6875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599525472	37.64880753	113191.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599537038	37.64164352	113191.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599548621	37.70537186	113191.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599560201	37.70029068	113191.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599571757	37.72063828	113191.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599583349	37.7055397	113213.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599594905	37.71426392	113213.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599606482	37.7037468	113213.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59961807	37.76768875	113213.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599629634	37.76461792	113213.3125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59964121	37.78750992	113217.0469	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599652789	37.76961899	113217.0469	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599664348	37.78497314	113217.0469	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599675923	37.78189468	113217.0469	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599687509	37.86581802	113217.0469	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599699084	37.87698746	113221.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599710637	37.89517212	113221.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599722212	37.87545013	113221.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599733797	37.89572144	113221.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599745362	37.89136887	113221.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599756944	37.95022583	113237.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599768513	37.93658066	113237.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599780081	37.95004272	113237.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599791656	37.93949127	113237.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59980323	37.94356155	113237.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599814812	37.92491913	113224.8594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599826382	37.98312759	113224.8594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599837944	37.98022461	113224.8594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599849519	37.99898529	113224.8594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599861096	37.99897385	113224.8594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599872682	38.01608658	113231.6719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599884249	37.99861526	113231.6719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599895812	38.06088257	113231.6719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599907406	38.05714417	113231.6719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599918963	38.08131409	113231.6719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599930537	38.07182693	113275.7109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599942117	38.09572601	113275.7109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59995369	38.08684921	113275.7109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599965267	38.15385818	113275.7109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599976826	38.14804077	113275.7109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599988413	38.16932297	113226.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.599999977	38.15660477	113226.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600011559	38.16035843	113226.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600023138	38.14960098	113226.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600034703	38.18499374	113226.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600046277	38.18486786	113244.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600057856	38.19387054	113244.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600069421	38.18893814	113244.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600080992	38.19711304	113244.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600092565	38.19117737	113244.6797	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600104156	38.21468353	113249.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.600115711	38.2166748	113249.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
